Kingdom,Phylum,Class,Order,Family,Genus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Myrionora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Palicella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Protoparmeliopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Psorinia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Punctonora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Pyrrhospora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Rhizoplaca
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Sagema
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Sedelnikovaea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Traponora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Tylothallia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Vainionora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Malmidea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Savoronala
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pachyascaceae,Pachyascus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Ahtiana
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Alectoria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Allantoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Allocetraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Anzia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctocetraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Asahinea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Austroparmelina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Brodoa
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryocaulon
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bulbothrix
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Canoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrariella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetreliopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Coelopogon
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cornicularia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Crespoa
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Davidgallowaya
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Emodomelanelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Esslingeriana
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Everniopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavocetraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Gowardia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Himantormia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Imshaugia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Kaernefeltia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Lethariella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Masonhalea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelixia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanohalea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Menegazzia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Montanelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Myelochroa
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nephromopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nipponoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nodobryoria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Notoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalodium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Oropogon
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pannoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelinella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmeliopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotremopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pleurosticta
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protousnea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudephebe
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Psiloparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Relicina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Remototrachyna
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Sulcaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermanella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermanopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnocetraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Badimiella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Baflavia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Bapalmuia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Barubria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Brasilicia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Bryogomphus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Byssolecania
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Byssoloma
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Calopadia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Calopadiopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Eugeniella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Fellhanera
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Fellhaneropsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Kantvilasia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Lasioloma
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Leimonis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Loflammia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Loflammiopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Logilvia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Micarea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Podotara
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Pseudocalopadia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Roccellinastrum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Septotrapelia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Sporopodiopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Sporopodium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Szczawinskia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Tapellaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Tapellariopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psilolechiaceae,Psilolechia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Brianaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Eremastrella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Glyphopeltis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Protoblastenia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Protomicarea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psorula
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Aciculopsora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Adelolecia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Arthrosporum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Auriculora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidiopsora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Badimia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bilimbia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Biatora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Catillochroma
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Catinaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Cenozosia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Cliostomum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Compsocladium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Crocynia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Crustospathula
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Echidnocymbium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Eschatogonia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Frutidella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Heppsora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Herteliana
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Japewia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Jarmania
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Krogia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lecania
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lopezaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lueckingia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Megalaria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Niebla
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Phyllopsora
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Physcidia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Pseudohepatica
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Rolfidium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Schadonia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Stirtoniella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Tasmidella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thamnolecania
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Tibellia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Toninia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Toniniopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Waynea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramboldiaceae,Ramboldia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Scoliciosporaceae,Scoliciosporum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Austropeltum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Bunodophoron
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Calycidium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Leifidium
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Neophyllis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Hertelidea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Squamarina
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Xyleborus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Calvitimela
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Mycoblastus
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Violella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Coronoplectrum
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Ivanpisutia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Joergensenia
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Myochroidea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Neopsoromopsis
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Psoromella
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Puttea
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,Ramalea
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Amygdalaria
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Bahianora
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Bellemerea
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Bryobilimbia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Catarrhospora
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Cecidonia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Clauzadea
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Cryptodictyon
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Farnoldia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Immersaria
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Koerberiella
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Labyrintha
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidoma
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Melanolecia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Mycobilimbia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Pachyphysis
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Paraporpidia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Poeltiaria
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Poeltidea
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Porpidia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Pseudopannaria
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Rhizolecia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Romjularia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Schizodiscus
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Stenhammarella
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Stephanocyclos
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Xenolecia
Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lopadiaceae,Lopadium
Fungi,Ascomycota,Lecanoromycetes,Leprocaulales,Leprocaulaceae,Halecania
Fungi,Ascomycota,Lecanoromycetes,Leprocaulales,Leprocaulaceae,Leprocaulon
Fungi,Ascomycota,Lecanoromycetes,Leprocaulales,Leprocaulaceae,Speerschneidera
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Coccocarpiaceae,Coccocarpia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Coccocarpiaceae,Peltularia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Coccocarpiaceae,Spilonema
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Blennothallia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Callome
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Enchylium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Paracollema
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Pseudoleptogium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Rostania
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Austrella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Degelia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Degeliella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Erioderma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Fuscoderma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Fuscopannaria
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Gibbosporina
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Homothecium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Hosseusia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Kroswia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Leciophysma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Leightoniella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Leioderma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Lepidocollema
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Leptogidium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Nebularia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Nevesia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pannaria
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Parmeliella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Physma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Protopannaria
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Psoroma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Psoromidium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Ramalodium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Siphulastrum
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Staurolemma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Steineropsis
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Placynthiaceae,Hertella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Placynthiaceae,Placynthiopsis
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Placynthiaceae,Placynthium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Koerberia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Steinera
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Vestergrenopsis
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Dendriscosticta
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobariella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobarina
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Parmostictina
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yoshimuriella
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Massalongiaceae,Leptochidium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Massalongiaceae,Massalongia
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Massalongiaceae,Polychidium
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera
